Names,variety,country_norm,color_simple,price_level,abv_level,ABV,Ratings,Ratingsnum,Prices
Purple Cowboy Tenacious Red Blend 2018,"""Other Red Blends",US,Red Wine,low,medium,,3.4,38,15.99
Purple Hands Latchkey Vineyard Pinot Noir 2021,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,65.99
Purple Hands Lone Oak Pinot Noir 2020,"""Pinot Noir",US,Red Wine,medium,medium,,3.9,63,31.99
Purple Hands Wichmann Vineyard Pinot Noir 2019,"""Pinot Noir",US,Red Wine,high,medium,,4.8,26,64.99
Purple Hands Freedom Hill Vineyard Pinot Noir 2021,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,65.99
Pursued by Bear Bear Cub Red Blend 2019,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,39.99
Pursued by Bear Blushing Bear Rose 2021,"""Rosé",US,Red Wine,medium,medium,,0.0,0,29.99
Pursued by Bear Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,69.99
Pursued by Bear Baby Bear Syrah 2018,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,59.99
Pym-Rae Tesseron Estate 2017,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,329.99
Pym-Rae Tesseron Estate 2016,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,349.99
Quady Vya Sweet Vermouth,Vermouth,US,Red Wine,medium,high,16.0,4.0,49,21.99
Quady Vya Whisper Dry Vermouth,Vermouth,US,Red Wine,medium,high,17.0,3.5,6,22.99
Quady Quady Red Electra Moscato 2021,Other Red Blends,US,Red Wine,low,low,5.5,0.0,0,16.99
Quady Essensia Orange Muscat 2018,Other Dessert,US,Red Wine,medium,high,15.0,4.0,5,24.99
Quails' Gate Estate Winery Reserve Pinot Noir 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,56.99
Quails' Gate Estate Winery Pinot Noir 2019,"""Pinot Noir",US,Red Wine,medium,medium,,3.7,7,27.99
Quarisa Johnny Q Petite Sirah 2017,"""Petite Sirah",US,Red Wine,low,medium,,0.0,0,12.99
Quartz Reef Bendigo Single Vineyard Pinot Noir 2018,"""Pinot Noir",US,Red Wine,medium,medium,,4.0,7,47.99
Quartz Reef Methode Traditionnelle Brut Rose,"""Sparkling Rosé",US,Sparkling & Champagne,medium,medium,,4.2,13,38.99
Quentin Harel Beaujolais Charron 2019,"""Gamay",US,Red Wine,medium,medium,,0.0,0,37.99
Quentin Harel Beaujolais-Villages Les Grandes Terres 2019,"""Gamay",US,Red Wine,medium,medium,,0.0,0,22.99
Quentin Harel Morgon Les Charmes 2019,"""Gamay",US,Red Wine,medium,medium,,0.0,0,26.99
Querciabella Chianti Classico (375ML half-bottle) 2017,"""Sangiovese",US,Red Wine,medium,medium,,0.0,0,21.99
Querciabella Batar 2019,"""Other White Blends",Italy,White Wine,high,medium,,0.0,0,149.99
Querciabella Camartina 2017,"""Other Red Blends",Italy,Red Wine,high,medium,,0.0,0,145.99
Querciabella Chianti Classico 2017,"""Sangiovese",US,Red Wine,medium,medium,,3.6,34,31.99
Querciabella Chianti Classico 2018,"""Sangiovese",US,Red Wine,medium,medium,,4.5,6,31.99
Querciabella Mongrana 2019,"""Tuscan Blends",Italy,Red Wine,medium,medium,,4.3,7,23.99
Quest Proprietary Red 2020,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,24.99
Quilceda Creek Palengat Proprietary Red Blend 2012,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,139.97
Quilceda Creek Cabernet Sauvignon (1.5 Liter Magnum) 2010,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,439.97
Quilceda Creek Cabernet Sauvignon 2017,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.8,15,200.97
Quilceda Creek Cabernet Sauvignon 2002,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,299.97
Quilceda Creek Cabernet Sauvignon (1.5 Liter Magnum) 2005,Cabernet Sauvignon,US,Red Wine,high,high,14.9,0.0,0,629.97
Quilceda Creek Galitzine Vineyard Cabernet Sauvignon 2011,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,169.97
Quilceda Creek Cabernet Sauvignon 2005,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.2,5,339.97
Quilceda Creek Cabernet Sauvignon 2003,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.2,10,299.97
Quilt Reserve Cabernet Sauvignon 2017,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,109.99
Quilt Napa Valley Fabric of the Land Red 2020,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,34.99
Quilt Chardonnay 2019,"""Chardonnay",US,White Wine,medium,medium,,4.4,10,35.99
Quilt Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.5,58,55.99
Quinta da Pellada Quinta de Saes Reserva Estagio Prolongado 2015,Other Red Blends,Portugal,Red Wine,medium,medium,13.0,4.1,16,38.99
Quinta da Pellada Quinta de Saes Tinto 2018,Other Red Blends,Portugal,Red Wine,medium,medium,13.0,0.0,0,24.99
Quinta da Raza Dom Diogo Arinto 2020,Arinto,Portugal,White Wine,low,medium,12.0,3.9,11,15.99
Quinta da Raza Vinho Verde 2021,"""Other White Blends",US,White Wine,low,medium,,0.0,0,12.99
Quinta da Romaneira 40 Year Tawny Port,"""Port",US,Red Wine,high,medium,,0.0,0,339.99
Quinta da Romaneira R de Romaneira 2018,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,21.99
Quinta da Romaneira 10 Year Tawny Port,"""Port",US,Red Wine,medium,medium,,3.8,9,27.99
Quinta da Romaneira Douro Reserva 2016,"""Other Red Blends",US,Red Wine,high,medium,,0.0,0,54.99
Quinta da Romaneira Late Bottled Vintage Port 2014,"""Port",US,Red Wine,medium,medium,,0.0,0,22.99
Quinta da Romaneira Vintage Port 2017,"""Port",US,Red Wine,high,medium,,0.0,0,69.99
Quinta de Chocapalha Arinto 2019,Arinto,Portugal,White Wine,low,medium,12.0,3.3,8,16.99
Quinta de Chocapalha CH Touriga Nacional 2019,Touriga Nacional,Portugal,Red Wine,high,medium,13.0,0.0,0,52.99
Quinta de Chocapalha Castelao Red 2017,Other Red Wine,Portugal,Red Wine,low,high,14.0,0.0,0,17.99
Quinta de Chocapalha Red 2016,Other Red Blends,Portugal,Red Wine,medium,high,14.0,3.9,25,21.99
Quinta de Chocapalha Vinha Mae 2016,Other Red Blends,Portugal,Red Wine,medium,high,14.5,0.0,0,49.99
Quinta de Couselo O Rosal 2020,"""Albarino",US,White Wine,low,medium,,0.0,0,19.99
Quinta de la Rosa Estate Red 2018,"""Other Red Blends",US,Red Wine,medium,medium,,3.9,17,24.99
Quinta de la Rosa Vintage Port 2012,"""Port",US,Red Wine,high,medium,,0.0,0,93.99
Quinta de la Rosa Lot 601 Ruby (500ML bottle),"""Port",US,Red Wine,low,medium,,4.4,21,18.99
Quinta de la Rosa 20 Year Tawny Port (500ML),"""Port",US,Red Wine,medium,medium,,4.3,17,47.99
Quinta de la Rosa Tawny Port (500ML bottle),"""Port",US,Red Wine,low,medium,,4.0,80,18.99
Quinta de Roriz Vintage Port 2016,"""Port",US,Red Wine,high,medium,,0.0,0,90.98
Quinta do Ameal Loureiro 2020,"""Loureiro",US,White Wine,low,medium,,3.4,15,17.99
Quinta do Crasto Douro Red 2017,"""Other Red Blends",US,Red Wine,low,medium,,4.1,84,18.99
Quinta do Crasto Douro White 2018,Other White Blends,Portugal,White Wine,low,medium,12.0,4.1,59,18.99
Quinta do Crasto Douro Superior Red 2016,"""Other Red Blends",US,Red Wine,medium,medium,,4.3,55,31.99
Quinta do Crasto Douro Superior White 2017,Other White Blends,Portugal,White Wine,medium,medium,13.5,4.6,33,29.99
Quinta do Crasto Tinta Roriz 2015,Tempranillo,Portugal,Red Wine,high,high,14.8,5.0,26,79.99
Quinta do Crasto Douro Red Reserva Old Vines 2016,Other Red Blends,Portugal,Red Wine,medium,high,14.5,4.4,100,44.99
Quinta do Crasto Late Bottled Vintage Port 2015,"""Port",US,Red Wine,medium,medium,,4.8,29,26.99
Quinta do Infantado Tinto 2017,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,22.99
Quinta do Noval 10 Year Old Tawny Port,"""Port",US,Red Wine,medium,medium,,4.0,38,34.99
Quinta do Noval Vintage Port 2017,"""Port",US,Red Wine,high,medium,,2.9,8,125.99
Quinta do Noval Vintage Port 2019,"""Port",US,Red Wine,high,medium,,0.0,0,110.99
Quinta do Noval Noval Black Reserve,"""Port",US,Red Wine,medium,medium,,4.1,95,22.99
Quinta do Noval Late Bottled Vintage Single Quinta 2014,"""Port",US,Red Wine,medium,medium,,3.4,11,28.99
Quinta do Noval Vintage Port 2016,"""Port",US,Red Wine,high,medium,,3.5,10,125.99
Quinta do Portal 10 Year Old Aged White Porto (375ML half-bottle),"""Port",US,Red Wine,medium,medium,,0.0,0,32.99
Quinta do Portal 10 Year Old Aged Tawny Port,"""Port",US,Red Wine,medium,medium,,0.0,0,42.99
Quinta do Portal Grande Reserva Tinto 2017,"""Other Red Blends",US,Red Wine,medium,medium,,3.8,10,29.99
Quinta do Portal 20 Year Old Aged Tawny Port,"""Port",US,Red Wine,high,medium,,0.0,0,67.99
Quinta do Portal 6 Barrels Tawny Reserve Port,"""Port",US,Red Wine,medium,medium,,4.1,10,24.99
Quinta do Portal 29 Grapes Ruby Reserve Port,"""Port",US,Red Wine,medium,medium,,3.9,5,26.99
Quinta do Portal Mural Reserva 2019,"""Other Red Blends",US,Red Wine,low,medium,,3.5,12,14.99
Quinta do Regueiro Foral Alvarinho 2021,"""Albarino",US,White Wine,low,medium,,0.0,0,16.99
Quinta do Vale Meao Vintage Porto 2013,"""Port",US,Red Wine,high,medium,,0.0,0,79.99
Quinta do Vale Meao Douro Meandro 2019,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,23.99
Quinta do Vale Meao Douro 2019,Other Red Blends,Portugal,Red Wine,high,high,14.0,0.0,0,119.99
Quinta do Vesuvio Douro Red 2015,"""Other Red Blends",US,Red Wine,high,medium,,0.0,0,89.99
Quinta do Vesuvio Vintage Port 2019,"""Port",US,Red Wine,high,medium,,0.0,0,84.99
Quinta do Vesuvio Pombal do Vesuvio Douro Red 2018,Other Red Blends,Portugal,Red Wine,medium,high,14.5,3.7,9,32.99
Quinta do Vesuvio Vintage Port 2017,"""Port",US,Red Wine,high,medium,,0.0,0,94.99
Quinta Dos Murcas Reserva Red 2015,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,45.99
Quinta Dos Murcas Minas 2019,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,22.99
Quinta Nova Late Bottle Vintage Port 2014,Port,Portugal,Red Wine,medium,high,19.5,0.0,0,33.99
Quinta Vale D. Maria Rufo Red 2018,"""Other Red Blends",US,Red Wine,low,medium,,0.0,0,14.99
Quinta Vale D. Maria Vinha da Francisca 2016,"""Other Red Blends",US,Red Wine,high,medium,,0.0,0,99.99
Quinta Vale D. Maria Douro Red 2017,"""Other Red Blends",US,Red Wine,high,medium,,0.0,0,64.99
Quintay Clava Sauvignon Blanc 2020,"""Sauvignon Blanc",US,White Wine,low,medium,,0.0,0,11.99
Quintessa 2019,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,229.99
Quivira Alder Grove Sauvignon Blanc 2019,"""Sauvignon Blanc",US,White Wine,medium,medium,,3.4,14,26.99
Quivira Black Boar Zinfandel 2018,"""Zinfandel",US,Red Wine,high,medium,,0.0,0,54.99
Quivira Sonoma County Sauvignon Blanc 2020,"""Sauvignon Blanc",US,White Wine,medium,medium,,3.9,22,23.99
Quivira Anderson Ranch Zinfandel 2018,"""Zinfandel",US,Red Wine,medium,medium,,0.0,0,47.99
Quivira Fig Tree Sauvignon Blanc 2020,"""Sauvignon Blanc",US,White Wine,medium,medium,,3.1,5,30.99
Quivira Dry Creek Valley Zinfandel 2018,"""Zinfandel",US,Red Wine,medium,medium,,0.0,0,27.99
Qupe Marsanne 2019,"""Marsanne",US,White Wine,low,medium,,0.0,0,16.99
Qupe Bien Nacido Y Block Chardonnay 2019,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,22.99
Qupe Central Coast Syrah 2019,"""Syrah/Shiraz",US,Red Wine,low,medium,,0.0,0,19.99
R. Lopez de Heredia Rioja Vina Tondonia Reserva 2004,"""Tempranillo",Spain,Red Wine,high,medium,,4.5,27,92.97
R. Lopez de Heredia Vina Cubillo Crianza 2014,"""Tempranillo",Spain,Red Wine,medium,medium,,0.0,0,32.99
R. Lopez de Heredia Rioja Vina Tondonia Reserva (375ML half-bottle) 2010,"""Tempranillo",Spain,Red Wine,medium,medium,,0.0,0,29.99
R. Lopez de Heredia Vina Cubillo Crianza 2013,"""Tempranillo",Spain,Red Wine,medium,medium,,3.8,15,29.99
R. Lopez de Heredia Rioja Vina Tondonia Reserva 2006,"""Tempranillo",Spain,Red Wine,high,medium,,4.1,135,71.99
R. Lopez de Heredia Rioja Vina Tondonia Reserva 2010,"""Tempranillo",Spain,Red Wine,high,medium,,0.0,0,54.99
R. Lopez de Heredia Rioja Vina Tondonia Reserva 2005,"""Tempranillo",Spain,Red Wine,high,medium,,4.1,69,84.99
R. Lopez de Heredia Rioja Vina Tondonia Reserva 2001,"""Tempranillo",Spain,Red Wine,high,medium,,0.0,0,109.99
R. Lopez de Heredia Rioja White Vina Tondonia Gran Reserva 2001,"""Other White Blends",Spain,White Wine,high,medium,,0.0,0,419.99
R. Lopez de Heredia Vina Bosconia Reserva 2011,"""Tempranillo",Spain,Red Wine,medium,medium,,0.0,0,44.99
Raats Original Chenin Blanc 2021,"""Chenin Blanc",US,White Wine,low,medium,,3.9,8,14.99
Raats Jasper Red Blend 2017,Bordeaux Red Blends,France,Red Wine,medium,high,14.0,0.0,0,24.99
Rabble Zinfandel 2019,"""Zinfandel",US,Red Wine,medium,medium,,4.0,11,25.99
Rabble Syrah Rose 2021,"""Rosé",US,Red Wine,low,medium,,0.0,0,19.99
Racines La Rinconada Vineyard Pinot Noir 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,99.99
Racines Bentrock Vineyard Chardonnay 2017,"""Chardonnay",US,White Wine,high,medium,,0.0,0,89.99
Racines Sanford and Benedict Vineyard Pinot Noir 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,99.99
Radio-Coteau Savoy Vineyard Pinot Noir 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,67.99
Radley & Finch Lazy Hare Shiraz 2020,Syrah/Shiraz,South Africa,Red Wine,low,medium,13.5,4.3,44,11.99
Radley & Finch Rose 2021,Rosé,South Africa,Red Wine,low,medium,12.0,4.4,43,10.99
Radley & Finch Alley Pack Chenin Blanc 2021,Chenin Blanc,South Africa,White Wine,low,medium,12.5,4.6,36,11.99
Radley & Finch The Profs Pinotage 2021,Pinotage,South Africa,Red Wine,low,medium,0.0,4.7,26,11.99
Radley & Finch Viking Point Sauvignon Blanc 2021,Sauvignon Blanc,South Africa,White Wine,low,medium,0.0,4.4,36,12.99
Radley & Finch Flyin' French Cabernet Sauvignon 2021,Cabernet Sauvignon,South Africa,Red Wine,low,medium,13.0,4.4,37,10.99
Raeburn Pinot Noir 2021,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,26.99
Raeburn Chardonnay 2020,"""Chardonnay",US,White Wine,medium,medium,,4.0,93,20.99
Raeburn Rose 2021,"""Rosé",US,Red Wine,medium,medium,,0.0,0,21.99
RAEN Sea Field Vineyard Pinot Noir 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,109.99
RAEN Royal St. Robert Cuvee Pinot Noir 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,73.99
Rafael Pere et Fils Estate Grown Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,72.99
Railsback Freres Red Wine of Santa Ynez Valley 2017,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,33.99
Raimat Albarino 2021,"""Albarino",US,White Wine,low,medium,,0.0,0,11.99
Raimat Tempranillo 2016,"""Tempranillo",US,Red Wine,medium,medium,,0.0,0,21.99
Rainer Schnaitmann Gotzberg Riesling Grosses Gewachs 2019,Riesling,Germany,White Wine,high,medium,12.5,0.0,0,76.99
Rainer Schnaitmann Lammler Riesling Grosses Gewachs 2019,Riesling,Germany,White Wine,high,medium,13.0,0.0,0,76.99
Rainer Schnaitmann Simonroth Cuvee D 2018,Other Red Blends,Germany,Red Wine,medium,medium,13.0,0.0,0,45.99
Rainer Schnaitmann Simonroth Pinot Noir 2019,Pinot Noir,Germany,Red Wine,high,medium,12.5,0.0,0,59.99
Rainer Schnaitmann Lammler Lemberger Grosses Gewachs 2019,Other Red Wine,Germany,Red Wine,high,medium,13.0,0.0,0,65.99
Rainstorm Pinot Gris 2021,"""Pinot Gris/Grigio",US,White Wine,low,medium,,0.0,0,14.99
Rainstorm Pinot Noir 2021,"""Pinot Noir",US,Red Wine,low,medium,,0.0,0,18.99
Ramey Claret 2017,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,3.9,32,42.99
Ramey Pedregal Vineyard Cabernet Sauvignon 2015,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,199.99
Ramey Rodgers Creek Vineyard Syrah 2015,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,64.99
Ramey Pedregal Vineyard Cabernet Sauvignon (3 Liter - Signed Bottle) 2012,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,799.97
Ramey Sonoma Coast Syrah 2019,"""Syrah/Shiraz",US,Red Wine,medium,medium,,0.0,0,41.99
Ramey Russian River Pinot Noir 2017,"""Pinot Noir",US,Red Wine,medium,medium,,3.9,22,49.99
Ramey Fort Ross-Seaview Chardonnay 2018,"""Chardonnay",US,White Wine,medium,medium,,5.0,5,41.99
Ramey Russian River Chardonnay 2019,"""Chardonnay",US,White Wine,medium,medium,,4.3,30,41.99
Ramey Cabernet Sauvignon 2016,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.4,12,65.99
Ramey Annum Cabernet Sauvignon (3 Liter Bottle) 2012,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,549.97
Ramey Pedregal Vineyard Cabernet Sauvignon (1.5 Liter Magnum) 2012,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,319.97
Ramon Cardova Crianza (OU Kosher) 2018,"""Tempranillo",Spain,Red Wine,medium,medium,,0.0,0,21.99
Ramon Cardova Rioja (OU Kosher) 2019,"""Tempranillo",Spain,Red Wine,low,medium,,0.0,0,15.99
Ramon Cardova Rioja (OU Kosher) 2018,"""Tempranillo",Spain,Red Wine,low,medium,,0.0,0,16.99
Ramos Pinto Duas Quintas 2019,Other Red Blends,Portugal,Red Wine,low,high,14.3,0.0,0,17.99
Ramos Pinto Duas Quintas Reserva 2018,Other Red Blends,Portugal,Red Wine,medium,high,14.5,0.0,0,48.99
Ramos Pinto 10 Year Tawny Ervamoira,"""Port",US,Red Wine,medium,medium,,4.2,40,40.99
Ramos Pinto Collector Port,"""Port",US,Red Wine,medium,medium,,4.0,48,21.99
Ramos Pinto Fine White Port,"""Port",US,Red Wine,medium,medium,,4.2,41,21.99
Ramos Pinto Porto Tawny Superior,"""Port",US,Red Wine,low,medium,,0.0,0,19.99
Ramos Pinto 30 Year Tawny,"""Port",US,Red Wine,high,medium,,4.5,23,139.99
Ramos Pinto 20 Year Tawny Quinta do Bom Retiro,"""Port",US,Red Wine,high,medium,,4.3,32,85.99
Ramos Pinto Late Bottled Vintage Port 2012,"""Port",US,Red Wine,medium,medium,,3.7,5,32.99
Ramsay Merlot 2020,"""Merlot",US,Red Wine,medium,medium,,0.0,0,21.99
Ramsay Pinot Noir 2020,"""Pinot Noir",US,Red Wine,low,medium,,0.0,0,17.99
Ramsay Merlot 2019,"""Merlot",US,Red Wine,low,medium,,0.0,0,18.99
Ramsay Cabernet Sauvignon 2020,"""Cabernet Sauvignon",US,Red Wine,low,medium,,4.6,10,18.99
Ramsay Merlot 2018,"""Merlot",US,Red Wine,low,medium,,3.6,8,19.99
Ranch 32 Estate Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,0.0,0,22.99
Ranch 32 Estate Arroyo Seco Pinot Noir 2019,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,25.99
Ranch 32 Estate Cabernet Sauvignon 2017,"""Cabernet Sauvignon",US,Red Wine,low,medium,,0.0,0,18.99
Ranch 32 Estate Arroyo Seco Pinot Noir 2018,"""Pinot Noir",US,Red Wine,low,medium,,0.0,0,17.99
Rapaura Springs Reserve Sauvignon Blanc 2021,"""Sauvignon Blanc",US,White Wine,low,medium,,0.0,0,17.99
Rapaura Springs Sauvignon Blanc 2021,"""Sauvignon Blanc",US,White Wine,low,medium,,3.9,13,17.99
Rapido Pinot Grigio 2021,"""Pinot Gris/Grigio",US,White Wine,low,medium,,0.0,0,12.99
RAR Priorat Tinto 2018,"""Grenache",US,Red Wine,medium,medium,,0.0,0,23.99
Rare Wine Co. Baltimore Rainwater Madeira,"""Madeira",US,Red Wine,high,medium,,4.0,10,64.99
Rare Wine Co. Savannah Verdelho Madeira,"""Madeira",US,Red Wine,high,medium,,4.4,18,54.99
Rare Wine Co. Charleston Sercial Madeira,"""Madeira",US,Red Wine,high,medium,,4.7,7,60.99
Rare Wine Co. New York Malmsey Madeira,"""Madeira",US,Red Wine,high,medium,,4.5,26,60.99
Rare Wine Co. Boston Bual Madeira,"""Madeira",US,Red Wine,high,medium,,4.5,29,65.99
Ravanal Gran Reserva Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,low,medium,,0.0,0,19.99
Ravel & Stitch Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,low,medium,,0.0,0,19.99
Ravenswood Vintners Blend Shiraz 2018,Syrah/Shiraz,US,Red Wine,low,medium,0.0,0.0,0,12.99
Ravenswood Vintners Blend Cabernet Sauvignon 2020,Cabernet Sauvignon,US,Red Wine,low,medium,13.9,0.0,0,11.99
Ravenswood Vintners Blend Merlot 2016,Merlot,US,Red Wine,low,medium,0.0,3.2,6,7.99
Ravenswood Lodi Old Vine Zinfandel 2020,"""Zinfandel",US,Red Wine,low,medium,,0.0,0,17.99
Raventos i Blanc de la Finca Brut 2019,Vintage Sparkling Wine,Spain,Sparkling & Champagne,medium,medium,12.0,0.0,0,32.99
Raventos i Blanc Manuel Raventos 2015,"""Vintage Sparkling Wine",US,Sparkling & Champagne,high,medium,,0.0,0,99.99
Raventos i Blanc Textures de Pedra 2017,"""Vintage Sparkling Wine",US,Sparkling & Champagne,high,medium,,0.0,0,50.99
Raventos i Blanc Blanc de Blancs 2020,"""Vintage Sparkling Wine",US,Sparkling & Champagne,medium,medium,,0.0,0,24.99
Raventos i Blanc de Nit Rose 2020,"""Sparkling Rosé",US,Sparkling & Champagne,medium,medium,,0.0,0,29.99
Ravines Cabernet Franc 2020,"""Cabernet Franc",US,Red Wine,medium,medium,,0.0,0,26.99
Ravines Pinot Noir 2019,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,31.99
Ravines Argetsinger Vineyard Dry Riesling 2019,"""Riesling",US,White Wine,medium,medium,,0.0,0,32.99
Ravines Dry Riesling 2019,"""Riesling",US,White Wine,low,medium,,2.8,5,19.99
Ravines Gewurztraminer 2021,"""Gewurztraminer",US,White Wine,medium,medium,,0.0,0,25.99
Ravines Maximilien 2018,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,0.0,0,32.99
Ravines Chardonnay 2019,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,24.99
Raymond R Collection Chardonnay 2021,Chardonnay,US,White Wine,low,high,14.5,0.0,0,12.99
Raymond Reserve Selection Merlot 2019,"""Merlot",US,Red Wine,medium,medium,,0.0,0,36.99
Raymond Field Blend R Collection 2020,Other Red Blends,US,Red Wine,low,medium,13.5,0.0,0,14.99
Raymond Reserve Selection Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,4.2,34,47.99
Raymond Reserve Selection Chardonnay 2020,"""Chardonnay",US,White Wine,medium,medium,,3.6,11,23.99
Raymond Reserve Selection Sauvignon Blanc 2021,"""Sauvignon Blanc",US,White Wine,medium,medium,,0.0,0,23.99
Raymond Family Classic Cabernet Sauvignon 2020,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,0.0,0,21.99
Raymond R Collection Merlot 2020,Merlot,US,Red Wine,low,medium,0.0,0.0,0,13.99
Raymond Generations Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,169.99
Raymond Generations Cabernet Sauvignon 2017,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.9,7,145.99
Raymond Napa Valley Reserve Red 2018,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,46.99
Raymond R Collection Cabernet Sauvignon 2020,Cabernet Sauvignon,US,Red Wine,low,medium,0.0,0.0,0,13.99
Raymond Reserve Selection Sauvignon Blanc 2019,"""Sauvignon Blanc",US,White Wine,medium,medium,,0.0,0,23.99
Raymond R Collection Sauvignon Blanc 2021,Sauvignon Blanc,US,White Wine,low,medium,13.5,0.0,0,15.99
Realm Cellars The Bard (1.5 Liter Magnum) 2019,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,349.97
Realm Cellars The Absurd 2016,0,US,Red Wine,low,medium,,750.0,0,1.0
Realm Cellars The Absurd 2018,0,US,Red Wine,low,medium,,750.0,0,1.0
Realm Cellars The Absurd 2013,0,US,Red Wine,low,medium,,750.0,0,1.0
Realm Cellars Houyi Vineyard 2019,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,359.97
Realm Cellars Beckstoffer Bourn 2018,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,309.97
Realm Cellars Farella Cabernet Sauvignon 2012,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,239.97
Realm Cellars The Bard (1.5 Liter Magnum) 2015,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,499.97
Realm Cellars Farella Vineyard Ibid Sauvignon Blanc 2015,"""Sauvignon Blanc",US,White Wine,high,medium,,0.0,0,97.97
Realm Cellars Houyi Vineyard 2015,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,279.97
Realm Cellars The Tempest (1.5 Liter Magnum) 2019,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,329.97
Realm Cellars Moonracer 2015,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,389.97
Realm Cellars The Bard 2015,"""Bordeaux Red Blends",US,Red Wine,high,medium,,4.4,12,219.97
Realm Cellars The Falstaff 2019,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,279.97
Realm Cellars Beckstoffer To Kalon Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,599.97
Realm Cellars Houyi Vineyard 2013,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,279.97
Realm Cellars Beckstoffer Dr. Crane Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,599.97
Realm Cellars The Absurd 2014,0,US,Red Wine,low,medium,,750.0,0,1.0
Realm Cellars Beckstoffer To Kalon Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,629.97
